unitid,year,fips,ftpt,retention_rate,returning_students,prev_cohort,prev_exclusions,prev_cohort_adj
199209,2020,37,99,0.65,186.0,286.0,0.0,286.0
199218,2020,37,1,0.84,1959.0,2330.0,0.0,2330.0
199218,2020,37,2,0.83,10.0,12.0,0.0,12.0
199218,2020,37,99,0.84,1969.0,2342.0,0.0,2342.0
199263,2020,37,1,0.36,8.0,22.0,0.0,22.0
199263,2020,37,2,0.49,24.0,49.0,0.0,49.0
199263,2020,37,99,0.45,32.0,71.0,0.0,71.0
199272,2020,37,1,0.74,136.0,185.0,0.0,185.0
199272,2020,37,2,,0.0,0.0,0.0,0.0
199272,2020,37,99,0.74,136.0,185.0,0.0,185.0
199281,2020,37,1,0.71,780.0,1103.0,0.0,1103.0
199281,2020,37,2,0.29,8.0,28.0,0.0,28.0
199281,2020,37,99,0.7,788.0,1131.0,0.0,1131.0
199306,2020,37,1,0.67,168.0,253.0,1.0,252.0
199306,2020,37,2,0.0,0.0,1.0,0.0,1.0
199306,2020,37,99,0.66,168.0,254.0,1.0,253.0
199324,2020,37,1,0.66,76.0,116.0,0.0,116.0
199324,2020,37,2,0.5,51.0,102.0,0.0,102.0
199324,2020,37,99,0.58,127.0,218.0,0.0,218.0
199333,2020,37,1,0.63,622.0,988.0,0.0,988.0
199333,2020,37,2,0.37,95.0,257.0,0.0,257.0
199333,2020,37,99,0.58,717.0,1245.0,0.0,1245.0
199412,2020,37,1,0.79,264.0,335.0,1.0,334.0
199412,2020,37,2,1.0,3.0,3.0,0.0,3.0
199412,2020,37,99,0.79,267.0,338.0,1.0,337.0
199421,2020,37,1,0.59,165.0,279.0,0.0,279.0
199421,2020,37,2,0.49,119.0,245.0,0.0,245.0
199421,2020,37,99,0.54,284.0,524.0,0.0,524.0
199449,2020,37,1,0.69,129.0,187.0,0.0,187.0
199449,2020,37,2,0.53,55.0,103.0,0.0,103.0
199449,2020,37,99,0.63,184.0,290.0,0.0,290.0
199458,2020,37,1,0.48,23.0,48.0,0.0,48.0
199458,2020,37,2,,0.0,0.0,0.0,0.0
199458,2020,37,99,0.48,23.0,48.0,0.0,48.0
199467,2020,37,1,0.8,12.0,15.0,0.0,15.0
199467,2020,37,2,0.33,11.0,33.0,0.0,33.0
199467,2020,37,99,0.48,23.0,48.0,0.0,48.0
199476,2020,37,1,0.51,95.0,187.0,0.0,187.0
199476,2020,37,2,0.42,52.0,123.0,0.0,123.0
199476,2020,37,99,0.47,147.0,310.0,0.0,310.0
199485,2020,37,1,0.54,139.0,256.0,0.0,256.0
199485,2020,37,2,0.44,61.0,138.0,0.0,138.0
199485,2020,37,99,0.51,200.0,394.0,0.0,394.0
199494,2020,37,1,0.6,416.0,690.0,0.0,690.0
199494,2020,37,2,0.4,239.0,597.0,0.0,597.0
199494,2020,37,99,0.51,655.0,1287.0,0.0,1287.0
199582,2020,37,1,0.52,135.0,260.0,0.0,260.0
199582,2020,37,2,0.43,3.0,7.0,0.0,7.0
199582,2020,37,99,0.52,138.0,267.0,0.0,267.0
199607,2020,37,1,0.48,52.0,108.0,0.0,108.0
199607,2020,37,2,,0.0,0.0,0.0,0.0
199607,2020,37,99,0.48,52.0,108.0,0.0,108.0
199625,2020,37,1,0.69,50.0,72.0,0.0,72.0
199625,2020,37,2,0.38,20.0,53.0,0.0,53.0
199625,2020,37,99,0.56,70.0,125.0,0.0,125.0
199634,2020,37,1,0.7,311.0,442.0,0.0,442.0
199634,2020,37,2,0.47,126.0,268.0,0.0,268.0
199634,2020,37,99,0.62,437.0,710.0,0.0,710.0
199643,2020,37,1,0.67,167.0,251.0,0.0,251.0
199643,2020,37,2,0.67,2.0,3.0,0.0,3.0
199643,2020,37,99,0.67,169.0,254.0,0.0,254.0
199689,2020,37,1,0.82,9.0,11.0,0.0,11.0
199689,2020,37,2,0.5,1.0,2.0,0.0,2.0
199689,2020,37,99,0.77,10.0,13.0,0.0,13.0
199698,2020,37,1,0.53,101.0,191.0,0.0,191.0
199698,2020,37,2,0.06,1.0,18.0,0.0,18.0
199698,2020,37,99,0.49,102.0,209.0,0.0,209.0
199722,2020,37,1,0.74,125.0,170.0,2.0,168.0
199722,2020,37,2,0.44,41.0,94.0,0.0,94.0
199722,2020,37,99,0.63,166.0,264.0,2.0,262.0
199731,2020,37,1,0.66,77.0,117.0,0.0,117.0
199731,2020,37,2,0.39,26.0,67.0,0.0,67.0
199731,2020,37,99,0.56,103.0,184.0,0.0,184.0
199740,2020,37,1,0.66,126.0,192.0,0.0,192.0
199740,2020,37,2,0.4,102.0,253.0,0.0,253.0
199740,2020,37,99,0.51,228.0,445.0,0.0,445.0
199759,2020,37,1,0.76,61.0,80.0,0.0,80.0
199759,2020,37,2,0.61,30.0,49.0,0.0,49.0
199759,2020,37,99,0.71,91.0,129.0,0.0,129.0
199768,2020,37,1,0.65,137.0,212.0,0.0,212.0
199768,2020,37,2,0.37,34.0,92.0,0.0,92.0
199768,2020,37,99,0.56,171.0,304.0,0.0,304.0
199786,2020,37,1,0.68,257.0,376.0,0.0,376.0
199786,2020,37,2,0.5,161.0,322.0,0.0,322.0
199786,2020,37,99,0.6,418.0,698.0,0.0,698.0
199795,2020,37,1,0.62,47.0,76.0,0.0,76.0
199795,2020,37,2,0.41,18.0,44.0,0.0,44.0
199795,2020,37,99,0.54,65.0,120.0,0.0,120.0
199838,2020,37,1,0.48,112.0,234.0,0.0,234.0
199838,2020,37,2,0.58,194.0,334.0,0.0,334.0
199838,2020,37,99,0.54,306.0,568.0,0.0,568.0
199847,2020,37,1,0.95,1285.0,1359.0,0.0,1359.0
199847,2020,37,2,1.0,1.0,1.0,0.0,1.0
199847,2020,37,99,0.95,1286.0,1360.0,0.0,1360.0
199856,2020,37,1,0.7,1467.0,2085.0,1.0,2084.0
199856,2020,37,2,0.51,926.0,1821.0,2.0,1819.0
199856,2020,37,99,0.61,2393.0,3906.0,3.0,3903.0
199865,2020,37,1,0.57,133.0,235.0,0.0,235.0
199865,2020,37,2,,,,,
199865,2020,37,99,0.57,133.0,235.0,0.0,235.0
199883,2020,37,1,,,,,
199883,2020,37,2,,,,,
199883,2020,37,99,,0.0,0.0,0.0,0.0
199892,2020,37,1,0.78,219.0,281.0,0.0,281.0
199892,2020,37,2,0.52,84.0,163.0,0.0,163.0
199892,2020,37,99,0.68,303.0,444.0,0.0,444.0
199908,2020,37,1,0.65,79.0,122.0,0.0,122.0
199908,2020,37,2,0.57,39.0,69.0,0.0,69.0
199908,2020,37,99,0.62,118.0,191.0,0.0,191.0
199926,2020,37,1,0.68,233.0,342.0,0.0,342.0
199926,2020,37,2,0.52,63.0,122.0,0.0,122.0
199926,2020,37,99,0.64,296.0,464.0,0.0,464.0
199953,2020,37,1,0.68,63.0,93.0,0.0,93.0
199953,2020,37,2,0.29,15.0,51.0,0.0,51.0
199953,2020,37,99,0.54,78.0,144.0,0.0,144.0
199962,2020,37,1,0.64,607.0,942.0,0.0,942.0
199962,2020,37,2,0.0,0.0,1.0,0.0,1.0
199962,2020,37,99,0.64,607.0,943.0,0.0,943.0
199971,2020,37,1,0.7,7.0,10.0,0.0,10.0
199971,2020,37,2,,,,,
199971,2020,37,99,0.7,7.0,10.0,0.0,10.0
199980,2020,37,1,0.22,7.0,32.0,0.0,32.0
199980,2020,37,2,,,,,
199980,2020,37,99,0.22,7.0,32.0,0.0,32.0
199999,2020,37,1,0.77,738.0,963.0,0.0,963.0
199999,2020,37,2,0.75,3.0,4.0,0.0,4.0
199999,2020,37,99,0.77,741.0,967.0,0.0,967.0
200004,2020,37,1,0.81,1696.0,2084.0,1.0,2083.0
200004,2020,37,2,0.74,17.0,23.0,0.0,23.0
200004,2020,37,99,0.81,1713.0,2107.0,1.0,2106.0
200013,2020,38,1,,0.0,0.0,0.0,0.0
200013,2020,38,2,,0.0,0.0,0.0,0.0
200013,2020,38,99,,0.0,0.0,0.0,0.0
200022,2020,38,1,,0.0,0.0,0.0,0.0
200022,2020,38,2,,0.0,0.0,0.0,0.0
200022,2020,38,99,,0.0,0.0,0.0,0.0
200059,2020,38,1,0.63,122.0,193.0,0.0,193.0
200059,2020,38,2,0.67,6.0,9.0,0.0,9.0
200059,2020,38,99,0.63,128.0,202.0,0.0,202.0
200086,2020,38,1,,0.0,0.0,0.0,0.0
200086,2020,38,2,,0.0,0.0,0.0,0.0
200086,2020,38,99,,0.0,0.0,0.0,0.0
200110,2020,38,1,0.66,21.0,32.0,0.0,32.0
200110,2020,38,2,,,,,
200110,2020,38,99,0.66,21.0,32.0,0.0,32.0
200156,2020,38,1,0.73,188.0,256.0,0.0,256.0
200156,2020,38,2,,0.0,0.0,0.0,0.0
200156,2020,38,99,0.73,188.0,256.0,0.0,256.0
200192,2020,38,1,0.64,127.0,198.0,0.0,198.0
200192,2020,38,2,0.63,5.0,8.0,0.0,8.0
200192,2020,38,99,0.64,132.0,206.0,0.0,206.0
200208,2020,38,1,0.19,5.0,26.0,0.0,26.0
200208,2020,38,2,0.18,2.0,11.0,0.0,11.0
200208,2020,38,99,0.19,7.0,37.0,0.0,37.0
200217,2020,38,1,0.78,338.0,433.0,2.0,431.0
200217,2020,38,2,,,,,
200217,2020,38,99,0.78,338.0,433.0,2.0,431.0
200226,2020,38,1,0.63,66.0,105.0,0.0,105.0
200226,2020,38,2,0.5,2.0,4.0,0.0,4.0
200226,2020,38,99,0.62,68.0,109.0,0.0,109.0
200253,2020,38,1,0.71,278.0,390.0,0.0,390.0
200253,2020,38,2,0.33,3.0,9.0,0.0,9.0
200253,2020,38,99,0.7,281.0,399.0,0.0,399.0
200280,2020,38,1,0.81,1343.0,1650.0,0.0,1650.0
200280,2020,38,2,0.52,12.0,23.0,0.0,23.0
200280,2020,38,99,0.81,1355.0,1673.0,0.0,1673.0
200305,2020,38,1,0.67,422.0,626.0,0.0,626.0
200305,2020,38,2,0.34,22.0,64.0,0.0,64.0
200305,2020,38,99,0.64,444.0,690.0,0.0,690.0
200314,2020,38,1,0.47,69.0,146.0,0.0,146.0
200314,2020,38,2,0.5,8.0,16.0,0.0,16.0
200314,2020,38,99,0.48,77.0,162.0,0.0,162.0
200332,2020,38,1,0.82,1803.0,2199.0,0.0,2199.0
200332,2020,38,2,0.68,13.0,19.0,0.0,19.0
200332,2020,38,99,0.82,1816.0,2218.0,0.0,2218.0
200341,2020,38,1,0.55,158.0,285.0,0.0,285.0
200341,2020,38,2,0.13,4.0,30.0,0.0,30.0
200341,2020,38,99,0.51,162.0,315.0,0.0,315.0
200466,2020,38,1,,0.0,0.0,0.0,0.0
200466,2020,38,2,,0.0,0.0,0.0,0.0
200466,2020,38,99,,0.0,0.0,0.0,0.0
200484,2020,38,1,0.5,18.0,36.0,0.0,36.0
200484,2020,38,2,1.0,1.0,1.0,0.0,1.0
200484,2020,38,99,0.51,19.0,37.0,0.0,37.0
200527,2020,38,1,0.63,10.0,16.0,0.0,16.0
200527,2020,38,2,,0.0,0.0,0.0,0.0
200527,2020,38,99,0.63,10.0,16.0,0.0,16.0
200554,2020,38,1,,0.0,0.0,0.0,0.0
200554,2020,38,2,,,,,
200554,2020,38,99,,0.0,0.0,0.0,0.0
200572,2020,38,1,0.72,144.0,201.0,1.0,200.0
200572,2020,38,2,0.65,11.0,17.0,0.0,17.0
200572,2020,38,99,0.71,155.0,218.0,1.0,217.0
200590,2020,39,1,0.78,18.0,23.0,0.0,23.0
200590,2020,39,2,0.83,10.0,12.0,0.0,12.0
200590,2020,39,99,0.8,28.0,35.0,0.0,35.0
200785,2020,39,1,0.33,1.0,3.0,0.0,3.0
200785,2020,39,2,1.0,4.0,4.0,0.0,4.0
200785,2020,39,99,0.71,5.0,7.0,0.0,7.0
200800,2020,39,1,0.75,2002.0,2669.0,3.0,2666.0
200800,2020,39,2,0.33,23.0,70.0,0.0,70.0
200800,2020,39,99,0.74,2025.0,2739.0,3.0,2736.0
200846,2020,39,1,0.55,117.0,214.0,0.0,214.0
200846,2020,39,2,0.43,13.0,30.0,0.0,30.0
200846,2020,39,99,0.53,130.0,244.0,0.0,244.0
200873,2020,39,1,0.43,6.0,14.0,0.0,14.0
200873,2020,39,2,,0.0,0.0,0.0,0.0
200873,2020,39,99,0.43,6.0,14.0,0.0,14.0
201034,2020,39,1,0.78,46.0,59.0,0.0,59.0
201034,2020,39,2,0.82,153.0,187.0,0.0,187.0
201034,2020,39,99,0.81,199.0,246.0,0.0,246.0
201061,2020,39,1,0.59,44.0,75.0,0.0,75.0
201061,2020,39,2,1.0,1.0,1.0,0.0,1.0
201061,2020,39,99,0.59,45.0,76.0,0.0,76.0
201098,2020,39,1,0.92,11.0,12.0,0.0,12.0
201098,2020,39,2,0.71,10.0,14.0,0.0,14.0
201098,2020,39,99,0.81,21.0,26.0,0.0,26.0
201104,2020,39,1,0.77,407.0,530.0,0.0,530.0
201104,2020,39,2,,0.0,0.0,0.0,0.0
201104,2020,39,99,0.77,407.0,530.0,0.0,530.0
201131,2020,39,1,0.91,42.0,46.0,0.0,46.0
201131,2020,39,2,0.78,32.0,41.0,0.0,41.0
201131,2020,39,99,0.85,74.0,87.0,0.0,87.0
201140,2020,39,1,,,,,
201140,2020,39,2,,0.0,0.0,0.0,0.0
201140,2020,39,99,,0.0,0.0,0.0,0.0
201159,2020,39,1,0.75,30.0,41.0,1.0,40.0
201159,2020,39,2,0.33,18.0,54.0,0.0,54.0
201159,2020,39,99,0.51,48.0,95.0,1.0,94.0
201177,2020,39,1,0.69,11.0,16.0,0.0,16.0
201177,2020,39,2,1.0,1.0,1.0,0.0,1.0
201177,2020,39,99,0.71,12.0,17.0,0.0,17.0
201195,2020,39,1,0.85,565.0,663.0,0.0,663.0
201195,2020,39,2,0.0,0.0,2.0,0.0,2.0
201195,2020,39,99,0.85,565.0,665.0,0.0,665.0
201283,2020,39,1,0.56,75.0,134.0,0.0,134.0
201283,2020,39,2,0.37,11.0,30.0,0.0,30.0
201283,2020,39,99,0.52,86.0,164.0,0.0,164.0
201371,2020,39,1,0.72,167.0,231.0,0.0,231.0
201371,2020,39,2,,0.0,0.0,0.0,0.0
201371,2020,39,99,0.72,167.0,231.0,0.0,231.0
201432,2020,39,1,0.62,298.0,483.0,0.0,483.0
201432,2020,39,2,0.32,19.0,59.0,0.0,59.0
201432,2020,39,99,0.58,317.0,542.0,0.0,542.0
201441,2020,39,1,0.79,2638.0,3369.0,45.0,3324.0
201441,2020,39,2,0.68,13.0,20.0,1.0,19.0
201441,2020,39,99,0.79,2651.0,3389.0,46.0,3343.0
201469,2020,39,1,1.0,2.0,2.0,0.0,2.0
201469,2020,39,2,,0.0,0.0,0.0,0.0
201469,2020,39,99,1.0,2.0,2.0,0.0,2.0
201478,2020,39,1,1.0,1.0,1.0,0.0,1.0
201478,2020,39,2,,,,,
201478,2020,39,99,1.0,1.0,1.0,0.0,1.0
201496,2020,39,1,0.81,134.0,165.0,0.0,165.0
201496,2020,39,2,,,,,
201496,2020,39,99,0.81,134.0,165.0,0.0,165.0
201539,2020,39,1,0.74,26.0,35.0,0.0,35.0
201539,2020,39,2,,,,,
201539,2020,39,99,0.74,26.0,35.0,0.0,35.0
201548,2020,39,1,0.75,538.0,723.0,1.0,722.0
201548,2020,39,2,,0.0,0.0,0.0,0.0
201548,2020,39,99,0.75,538.0,723.0,1.0,722.0
201645,2020,39,1,0.93,1266.0,1357.0,2.0,1355.0
201645,2020,39,2,,,,,
201645,2020,39,99,0.93,1266.0,1357.0,2.0,1355.0
201654,2020,39,1,0.88,869.0,993.0,0.0,993.0
201654,2020,39,2,1.0,2.0,2.0,0.0,2.0
201654,2020,39,99,0.88,871.0,995.0,0.0,995.0
201672,2020,39,1,0.46,86.0,187.0,0.0,187.0
201672,2020,39,2,0.47,96.0,205.0,0.0,205.0
201672,2020,39,99,0.46,182.0,392.0,0.0,392.0
201681,2020,39,1,0.77,54.0,70.0,0.0,70.0
201681,2020,39,2,,,,,
201681,2020,39,99,0.77,54.0,70.0,0.0,70.0
201690,2020,39,1,0.56,347.0,623.0,0.0,623.0
201690,2020,39,2,0.0,0.0,2.0,0.0,2.0
201690,2020,39,99,0.56,347.0,625.0,0.0,625.0
201751,2020,39,1,0.42,13.0,31.0,0.0,31.0
201751,2020,39,2,0.19,4.0,21.0,0.0,21.0
201751,2020,39,99,0.33,17.0,52.0,0.0,52.0
201803,2020,39,1,0.94,67.0,71.0,0.0,71.0
201803,2020,39,2,,,,,
201803,2020,39,99,0.94,67.0,71.0,0.0,71.0
201821,2020,39,1,0.78,75.0,96.0,0.0,96.0
201821,2020,39,2,0.71,5.0,7.0,0.0,7.0
201821,2020,39,99,0.78,80.0,103.0,0.0,103.0
201867,2020,39,1,,,,,
201867,2020,39,2,,,,,
201867,2020,39,99,,0.0,0.0,0.0,0.0
201885,2020,39,1,0.88,4792.0,5433.0,0.0,5433.0
201885,2020,39,2,0.59,17.0,29.0,0.0,29.0
201885,2020,39,99,0.88,4809.0,5462.0,0.0,5462.0
201928,2020,39,1,,0.0,0.0,0.0,0.0
201928,2020,39,2,,0.0,0.0,0.0,0.0
201928,2020,39,99,,0.0,0.0,0.0,0.0
201946,2020,39,1,,0.0,0.0,0.0,0.0
201946,2020,39,2,,0.0,0.0,0.0,0.0
201946,2020,39,99,,0.0,0.0,0.0,0.0
201955,2020,39,1,,0.0,0.0,0.0,0.0
201955,2020,39,2,,0.0,0.0,0.0,0.0
201955,2020,39,99,,0.0,0.0,0.0,0.0
201964,2020,39,1,0.63,76.0,120.0,0.0,120.0
201964,2020,39,2,,0.0,0.0,0.0,0.0
201964,2020,39,99,0.63,76.0,120.0,0.0,120.0
201973,2020,39,1,1.0,1.0,1.0,0.0,1.0
201973,2020,39,2,0.0,0.0,1.0,0.0,1.0
201973,2020,39,99,0.5,1.0,2.0,0.0,2.0
202046,2020,39,1,0.76,120.0,155.0,0.0,158.0
202046,2020,39,2,,0.0,0.0,0.0,0.0
202046,2020,39,99,0.76,120.0,155.0,0.0,158.0
202073,2020,39,1,0.96,52.0,54.0,0.0,54.0
202073,2020,39,2,,,,,
202073,2020,39,99,0.96,52.0,54.0,0.0,54.0
202134,2020,39,1,0.76,1485.0,1943.0,0.0,1943.0
202134,2020,39,2,0.33,8.0,24.0,0.0,24.0
202134,2020,39,99,0.76,1493.0,1967.0,0.0,1967.0
202152,2020,39,1,0.86,54.0,63.0,0.0,63.0
202152,2020,39,2,,,,,
202152,2020,39,99,0.86,54.0,63.0,0.0,63.0
202170,2020,39,1,0.72,193.0,267.0,0.0,267.0
202170,2020,39,2,0.0,0.0,1.0,0.0,1.0
202170,2020,39,99,0.72,193.0,268.0,0.0,268.0
202222,2020,39,1,0.6,1197.0,2006.0,0.0,2006.0
202222,2020,39,2,0.46,974.0,2118.0,0.0,2118.0
202222,2020,39,99,0.53,2171.0,4124.0,0.0,4124.0
202356,2020,39,1,0.54,803.0,1497.0,0.0,1497.0
202356,2020,39,2,0.29,363.0,1232.0,0.0,1232.0
202356,2020,39,99,0.43,1166.0,2729.0,0.0,2729.0
202435,2020,39,1,1.0,1.0,1.0,0.0,1.0
202435,2020,39,2,0.43,6.0,14.0,0.0,14.0
202435,2020,39,99,0.47,7.0,15.0,0.0,15.0
202453,2020,39,1,0.65,13.0,20.0,0.0,20.0
202453,2020,39,2,0.67,4.0,6.0,0.0,6.0
202453,2020,39,99,0.65,17.0,26.0,0.0,26.0
202480,2020,39,1,0.91,1843.0,2029.0,1.0,2028.0
202480,2020,39,2,0.83,5.0,6.0,0.0,6.0
202480,2020,39,99,0.91,1848.0,2035.0,1.0,2034.0
202514,2020,39,1,0.6,108.0,180.0,0.0,180.0
202514,2020,39,2,0.0,0.0,1.0,0.0,1.0
202514,2020,39,99,0.6,108.0,181.0,0.0,181.0
202523,2020,39,1,0.85,532.0,625.0,0.0,625.0
202523,2020,39,2,,,,,
202523,2020,39,99,0.85,532.0,625.0,0.0,625.0
202648,2020,39,1,0.51,114.0,225.0,0.0,225.0
202648,2020,39,2,0.37,77.0,209.0,0.0,209.0
202648,2020,39,99,0.44,191.0,434.0,0.0,434.0
202657,2020,39,1,0.89,24.0,27.0,0.0,27.0
202657,2020,39,2,0.77,30.0,39.0,0.0,39.0
202657,2020,39,99,0.82,54.0,66.0,0.0,66.0
202763,2020,39,1,0.79,410.0,519.0,0.0,519.0
202763,2020,39,2,,0.0,0.0,0.0,0.0
202763,2020,39,99,0.79,410.0,519.0,0.0,519.0
202806,2020,39,1,0.09,24.0,281.0,0.0,281.0
202806,2020,39,2,0.24,5.0,21.0,0.0,21.0
202806,2020,39,99,0.1,29.0,302.0,0.0,302.0
202888,2020,39,1,0.48,12.0,25.0,0.0,25.0
202888,2020,39,2,0.29,5.0,17.0,0.0,17.0
202888,2020,39,99,0.4,17.0,42.0,0.0,42.0
202903,2020,39,1,0.83,19.0,23.0,0.0,23.0
202903,2020,39,2,0.25,1.0,4.0,0.0,4.0
202903,2020,39,99,0.74,20.0,27.0,0.0,27.0
202912,2020,39,1,,0.0,0.0,0.0,0.0
202912,2020,39,2,,0.0,0.0,0.0,0.0
202912,2020,39,99,,0.0,0.0,0.0,0.0
202949,2020,39,1,0.85,111.0,131.0,0.0,131.0
202949,2020,39,2,,,,,
202949,2020,39,99,0.85,111.0,131.0,0.0,131.0
202985,2020,39,1,0.23,3.0,13.0,0.0,13.0
202985,2020,39,2,1.0,4.0,4.0,0.0,4.0
202985,2020,39,99,0.41,7.0,17.0,0.0,17.0
203030,2020,39,1,0.83,5.0,6.0,0.0,6.0
203030,2020,39,2,,,,,
203030,2020,39,99,0.83,5.0,6.0,0.0,6.0
203085,2020,39,1,0.78,257.0,331.0,0.0,331.0
203085,2020,39,2,,,,,
203085,2020,39,99,0.78,257.0,331.0,0.0,331.0
203128,2020,39,1,0.75,170.0,227.0,0.0,227.0
203128,2020,39,2,1.0,1.0,1.0,0.0,1.0
203128,2020,39,99,0.75,171.0,228.0,0.0,228.0
203146,2020,39,1,0.94,262.0,279.0,0.0,279.0
203146,2020,39,2,,,,,
203146,2020,39,99,0.94,262.0,279.0,0.0,279.0
203155,2020,39,1,0.43,295.0,683.0,2.0,681.0
203155,2020,39,2,0.25,9.0,36.0,0.0,36.0
203155,2020,39,99,0.42,304.0,719.0,2.0,717.0
203234,2020,39,1,0.65,30.0,46.0,0.0,46.0
203234,2020,39,2,,,,,
203234,2020,39,99,0.65,30.0,46.0,0.0,46.0
203289,2020,39,1,0.68,19.0,28.0,0.0,28.0
203289,2020,39,2,,,,,
203289,2020,39,99,0.68,19.0,28.0,0.0,28.0
203331,2020,39,1,0.61,572.0,944.0,0.0,944.0
203331,2020,39,2,0.44,2024.0,4601.0,0.0,4601.0
203331,2020,39,99,0.47,2596.0,5545.0,0.0,5545.0
203368,2020,39,1,0.84,608.0,725.0,0.0,725.0
203368,2020,39,2,,0.0,0.0,0.0,0.0
203368,2020,39,99,0.84,608.0,725.0,0.0,725.0
203386,2020,39,1,0.52,53.0,101.0,0.0,101.0
203386,2020,39,2,,,,,
203386,2020,39,99,0.52,53.0,101.0,0.0,101.0
203438,2020,39,1,0.8,8.0,10.0,0.0,10.0
203438,2020,39,2,1.0,7.0,7.0,0.0,7.0
203438,2020,39,99,0.88,15.0,17.0,0.0,17.0
203447,2020,39,1,0.6,47.0,78.0,0.0,78.0
203447,2020,39,2,0.32,9.0,28.0,0.0,28.0
203447,2020,39,99,0.53,56.0,106.0,0.0,106.0
203456,2020,39,1,0.44,11.0,25.0,0.0,25.0
203456,2020,39,2,0.56,5.0,9.0,0.0,9.0
203456,2020,39,99,0.47,16.0,34.0,0.0,34.0
203465,2020,39,1,0.65,286.0,438.0,0.0,438.0
203465,2020,39,2,0.46,42.0,92.0,0.0,92.0
203465,2020,39,99,0.62,328.0,530.0,0.0,530.0
203474,2020,39,1,0.57,82.0,144.0,0.0,144.0
203474,2020,39,2,0.37,10.0,27.0,0.0,27.0
203474,2020,39,99,0.54,92.0,171.0,0.0,171.0
203483,2020,39,1,0.56,81.0,145.0,0.0,145.0
203483,2020,39,2,0.54,7.0,13.0,0.0,13.0
203483,2020,39,99,0.56,88.0,158.0,0.0,158.0
203492,2020,39,1,0.54,62.0,114.0,0.0,114.0
203492,2020,39,2,0.52,16.0,31.0,0.0,31.0
203492,2020,39,99,0.54,78.0,145.0,0.0,145.0
203517,2020,39,1,0.82,3469.0,4248.0,2.0,4246.0
203517,2020,39,2,0.54,29.0,54.0,0.0,54.0
203517,2020,39,99,0.81,3498.0,4302.0,2.0,4300.0
203526,2020,39,1,0.56,100.0,177.0,0.0,177.0
203526,2020,39,2,0.48,24.0,50.0,0.0,50.0
203526,2020,39,99,0.55,124.0,227.0,0.0,227.0
203535,2020,39,1,0.89,432.0,487.0,0.0,487.0
203535,2020,39,2,,,,,
203535,2020,39,99,0.89,432.0,487.0,0.0,487.0
203544,2020,39,1,0.68,43.0,63.0,0.0,63.0
203544,2020,39,2,0.38,3.0,8.0,0.0,8.0
203544,2020,39,99,0.65,46.0,71.0,0.0,71.0
203580,2020,39,1,0.66,136.0,206.0,1.0,205.0
203580,2020,39,2,1.0,1.0,1.0,0.0,1.0
203580,2020,39,99,0.67,137.0,207.0,1.0,206.0
203599,2020,39,1,0.5,186.0,374.0,0.0,374.0
203599,2020,39,2,0.38,105.0,275.0,0.0,275.0
203599,2020,39,99,0.45,291.0,649.0,0.0,649.0
203614,2020,39,1,1.0,95.0,95.0,0.0,95.0
203614,2020,39,2,,,,,
203614,2020,39,99,1.0,95.0,95.0,0.0,95.0
203678,2020,39,1,0.64,157.0,246.0,0.0,246.0
203678,2020,39,2,0.44,66.0,149.0,0.0,149.0
203678,2020,39,99,0.56,223.0,395.0,0.0,395.0
203720,2020,39,1,0.73,30.0,41.0,0.0,41.0
203720,2020,39,2,0.0,0.0,1.0,0.0,1.0
203720,2020,39,99,0.71,30.0,42.0,0.0,42.0
203739,2020,39,1,0.59,13.0,22.0,0.0,22.0
203739,2020,39,2,1.0,2.0,2.0,0.0,2.0
203739,2020,39,99,0.63,15.0,24.0,0.0,24.0
203748,2020,39,1,,0.0,0.0,0.0,0.0
203748,2020,39,2,,0.0,0.0,0.0,0.0
203748,2020,39,99,,0.0,0.0,0.0,0.0
203757,2020,39,1,0.67,135.0,202.0,1.0,201.0
203757,2020,39,2,0.0,0.0,3.0,0.0,3.0
203757,2020,39,99,0.66,135.0,205.0,1.0,204.0
203775,2020,39,1,0.78,187.0,239.0,0.0,239.0
203775,2020,39,2,0.2,1.0,5.0,0.0,5.0
203775,2020,39,99,0.77,188.0,244.0,0.0,244.0
203845,2020,39,1,0.77,269.0,348.0,0.0,348.0
203845,2020,39,2,,,,,
203845,2020,39,99,0.77,269.0,348.0,0.0,348.0
203881,2020,39,1,0.52,97.0,187.0,0.0,187.0
203881,2020,39,2,0.24,62.0,258.0,0.0,258.0
203881,2020,39,99,0.36,159.0,445.0,0.0,445.0
203942,2020,39,1,0.89,25.0,28.0,0.0,28.0
203942,2020,39,2,,,,,
203942,2020,39,99,0.89,25.0,28.0,0.0,28.0
203960,2020,39,1,0.71,12.0,17.0,0.0,17.0
203960,2020,39,2,0.5,1.0,2.0,0.0,2.0
203960,2020,39,99,0.68,13.0,19.0,0.0,19.0
204006,2020,39,1,0.54,242.0,445.0,0.0,445.0
204006,2020,39,2,0.36,25.0,69.0,0.0,69.0
204006,2020,39,99,0.52,267.0,514.0,0.0,514.0
204015,2020,39,1,0.66,141.0,215.0,1.0,214.0
204015,2020,39,2,0.39,19.0,49.0,0.0,49.0
204015,2020,39,99,0.61,160.0,264.0,1.0,263.0
204024,2020,39,1,0.88,3799.0,4307.0,0.0,4307.0
204024,2020,39,2,0.0,0.0,2.0,0.0,2.0
204024,2020,39,99,0.88,3799.0,4309.0,0.0,4309.0
